,X,Y
0,51.35013909378206,39.630999028743396
1,61.55357342823041,16.435263809413946
2,43.04825137266201,65.6576530209348
3,85.03476659002669,75.12445465078892
4,44.82291584530822,28.077882764542597
5,3.1902231210122136,44.878422053646986
6,86.96213996308921,90.593929861062
7,65.6806046986756,87.5082943464782
8,82.36489406347819,71.49950524524684
9,94.96135180126076,60.467512513433014
10,5.234526212777831,82.95035959475064
11,23.012121539682433,90.5386403242732
12,10.089517102113236,3.350577139432032
13,41.76731871235928,39.422579065049085
14,85.48059048192752,57.51440131733159
15,6.592318176968667,72.38498594430834
16,46.83421084583304,8.75305908180966
17,13.037619765922372,40.09558226157372
18,77.64390742018207,28.05704607266783
19,84.41599593666324,43.32130814827695
20,3.6164072248599246,48.59338075394167
21,48.40465341577765,66.51885900444596
22,24.15336529027534,48.95622104872661
23,95.13080151693197,62.9246694635098
24,94.24128344044422,58.60358483767601
25,61.7891905557481,42.67176775288994
26,97.79009021886105,2.272542280062571
27,33.919332152934764,19.465649077911014
28,90.03115309240019,32.40919033468309
29,43.143694902749985,14.266265934656873
30,23.60513303813002,59.803951779881274
31,94.16200182459399,61.7712276489799
32,68.40428131684105,50.30070889872304
33,6.547451397359407,31.9030145561449
34,86.64481260068952,65.58401225829599
35,70.16635311114383,19.4598039370216
36,60.467916061723834,4.372717006962068
37,72.83576614464766,73.02932514952569
38,25.835253066559932,44.87159619731639
39,60.641941248733794,69.20579648280572
40,81.57790821231889,18.86847141829808
41,5.777513337402133,5.476626598786395
42,13.343092938322975,37.640597803190246
43,83.73986880410185,71.18789394595909
44,60.495884189058394,9.060632733384292
45,52.97639372072128,19.69929699606304
46,25.32387070171403,45.69833994110983
47,29.28574159341366,61.54375519585757
48,88.15912885599558,72.0993960771356
49,42.038979371469736,10.940172601700377
50,7.018705133675286,62.68049550676305
51,89.51021799931488,39.51013970370843
52,20.827697393303254,67.30173135441672
53,82.37463724079345,20.11360668575304
54,88.52140592118631,53.22489986093301
55,48.65995235461511,17.318608754033043
56,59.703416996000136,4.371208550952221
57,52.6805382669772,48.87805302696031
58,62.61504627322443,18.825168127281334
59,84.93608555623554,64.77719570765578
60,28.95889165495646,53.79953839020386
61,89.42452302565336,75.20322044994226
62,56.634113804358705,39.747592237504996
63,10.84774316036705,97.93467490056884
64,22.588626645725448,51.40744618162549
65,58.983881201610004,47.594726651848745
66,24.260567023367994,74.54142435183711
67,13.952268389594092,57.10173845471349
68,16.54815043064163,36.19069398485592
69,84.75693745580472,49.11484799813625
70,60.10239799832072,18.58151449804828
71,94.5696795463592,39.729794778455954
72,34.50192761076196,3.7973964649085863
73,59.14618347875363,45.74096500559048
74,59.736232003722535,27.464013695707134
75,61.04817757815574,53.57197705612126
76,7.301607784084204,4.253124442233117
77,75.243717515213,55.05376428931721
78,93.70789405323431,27.232483047581006
79,52.12623838725796,57.87413952382149
80,18.767853511862164,73.12409253046562
81,75.61487191492364,43.927212916806646
82,1.9800958854631603,66.06635927333333
83,33.32110736656822,23.437509310264982
84,93.01607809748432,98.21121221676032
85,58.31533303667011,24.781494904066104
86,86.14911813809519,93.04308018542324
87,61.01138483654461,21.796802487969924
88,81.98047646818192,50.44697377837149
89,87.25714731023261,83.31128916938577
90,32.33481874014289,71.51811089161848
91,12.135865565409631,70.68190704022294
92,71.95320750346708,43.563840160435326
93,43.588097099305834,76.22580928317345
94,12.760881347457074,91.33234671469474
95,58.892197707227915,43.9301838073142
96,3.67748916573039,52.76621163144891
97,19.84372692541583,6.733616177959784
98,78.82163727172183,39.12829701071971
99,2.357708218920745,46.38651755928124
